,index,NAME,YEAR,DIRECTOR,RATINGS,RATING_SCORES,REVIEWS,neg,neu,pos,compound
2450,2450,Paper Moon,1973,Peter Bogdanovich, ★★★★½ ,4.5, well. add him to the list of hot reluctant father figures whose hearts open up as the film progresses aka the best trope in film ***,0.064,0.735,0.201,0.6486
2451,2451,Paper Moon,1973,Peter Bogdanovich, ★★★★★ ,5.0," Man, I should watch this film more often...Rest in peace, Peter. Thanks for always putting a smile on my face. ***",0.0,0.636,0.364,0.8467
2452,2452,Paper Moon,1973,Peter Bogdanovich, ★★★★½ ,4.5," The dialogues and characters here truly stood out and sparkled. The O’Neals (father & daughter in real life) were brilliant and wonderful. It delivered a lot of strong punches in the script with precision timing ~ amusing, endearing with sentimental moments. Paper Moon’s sharp as a tack and Tatum was smart as a whip. Tatum O’Neal was simply delightful in her role and she landed an Academy award from this, making her at that time the youngest one to win it. ***",0.0,0.674,0.326,0.9854
2453,2453,Paper Moon,1973,Peter Bogdanovich, ★★★★★ ,5.0," this is just what i needed, an ultimate comfort movie. 102 minutes of smiling ear to ear. ***",0.0,0.732,0.268,0.6705
2454,2454,Paper Moon,1973,Peter Bogdanovich, ★★★★½ ,4.5, tatum o'neal is so cool wish child actors were real ***,0.0,0.601,0.399,0.7158
2455,2455,Paper Moon,1973,Peter Bogdanovich, ★★★★½ ,4.5, No bond stronger than the one between a traveling conman and his precocious ward ***,0.131,0.714,0.155,0.1027
2456,2456,Paper Moon,1973,Peter Bogdanovich, ★★★★★ ,5.0," Judging the poster alone, I was expecting something funny, delightful, and an moving experience to watch, and sure enough…. I got all of that. Rest In Peace, Peter Bogdanovich. ***",0.053,0.613,0.333,0.8885
2457,2457,Paper Moon,1973,Peter Bogdanovich, ★★★★★ ,5.0," ryan o'neal made an entire career out of playing himbo dumbasses and he's super great at it, i never want to hear any besmearing about how he's a bad actor. he's sooooo good in this. ***",0.104,0.616,0.28,0.8393
2458,2458,Paper Moon,1973,Peter Bogdanovich, ★★★★½ ,4.5," I love that Ryan O' Neal's screen presence basically amounts to a high school mean girl's burn book superlative that reads ""most likely to get lead around by his dick"". Madeline Kahn was just doing what she needed to do. ***",0.0,0.9,0.1,0.6369
2459,2459,Paper Moon,1973,Peter Bogdanovich, ★★★★★ ,5.0," My beloved cat, Moze, is named after the way Tatum O’Neal vocally scolds Ryan O’Neal’s Moses in Paper Moon; we are a line-reading household!! ***",0.0,0.856,0.144,0.5972
2460,2460,Nobody Knows,2004,Hirokazu Kore-eda, ★★★★½ ,4.5," I appreciate Koreeda because he's the most mature, steady handed, subtle director I've ever seen. He will never try to create melodrama, instead he will quietly and gently break your heart. ***",0.048,0.718,0.234,0.7893
2461,2461,Nobody Knows,2004,Hirokazu Kore-eda, ★★★★½ ,4.5, Nobody Knows how fucking hard I cried ***,0.478,0.522,0.0,-0.5531
2462,2462,Nobody Knows,2004,Hirokazu Kore-eda, ★★★★★ ,5.0," “I’m not interested in creating heroes, superheroes, or antiheroes. I simply want to look at people as they are.” (Quote from Hirokazu Kore-eda)Enough said. ***",0.144,0.696,0.16,0.1164
2463,2463,Nobody Knows,2004,Hirokazu Kore-eda, ★★★★½ ,4.5, creeps up on you and quietly shatters your heart into a million tiny pieces ........... kore-eda u got me again u got me GOOD 😢 ***,0.0,0.853,0.147,0.5622
2464,2464,Nobody Knows,2004,Hirokazu Kore-eda, ★★★★½ ,4.5," I used to think that Kore-eda movies feel like hugs but this one just breaks and breaks me, and not in a romanticized or sentimental way. It just kind of takes every bit off of me, renders me powerless, and by the end I feel like I'm left with nothing, not even a drop of tear, but a lifeless wisp of a human being. ***",0.117,0.74,0.143,0.2138
2465,2465,Nobody Knows,2004,Hirokazu Kore-eda, ★★★★★ ,5.0," ""I'm not allowed to be happy?'' How can your own flesh and blood say that???Koreeda channels Ozu aka the Master of Simplicity and pays tribute to Hitchcock in a slow burn thriller sequence which had me in knots.Had this been in the hands of another director it would have turned into loud and cliched consequences but instead it becomes a restrained,effective and thoughtful experience. Well deserved winner of Best Actor at the Cannes Film Festival! ***",0.0,0.741,0.259,0.9771
2466,2466,Nobody Knows,2004,Hirokazu Kore-eda, ★★★★ ,4.0, the most depressing episode of Old Enough imaginable ***,0.266,0.734,0.0,-0.4391
2467,2467,Nobody Knows,2004,Hirokazu Kore-eda, ★★★★½ ,4.5," A painful bittersweet drama that’s brilliantly directed with some amazing storytelling. The subtle narrative never exploits the tragedy but instead makes us empathize for the kids throughout. Their innocent joy, little dreams and happiness, oblivious about the extremity of the circumstance they are in, makes it all the more harder to see them struggle, dragging one through a whole spectrum of emotions. It’s a tough slow paced mentally exhaustive watch with a 140 mins runtime, but if you can give in the time there is a lot to draw from it. Highly recommended watch. ***",0.085,0.674,0.241,0.9622
2468,2468,Nobody Knows,2004,Hirokazu Kore-eda, ★★★★½ ,4.5," Nobody, nobody, nobodyNobody, nobodyOoh, nobody, nobodyNobody, nobody, nobodyNobody, nobody, nobody, nobodyNobody, nobody, nobody, nobodyNobody, nobody, nobody, nobodyNobody, nobodyNobody, nobody, no ***",0.099,0.901,0.0,-0.296
2469,2469,Nobody Knows,2004,Hirokazu Kore-eda, ★★★★★ ,5.0, This is what cinema are for. ***,0.0,1.0,0.0,0.0
2470,2470,Nobody Knows,2004,Hirokazu Kore-eda, ★★★★★ ,5.0, Kore-eda's masterpiece. 😭😭😭. ***,0.0,0.423,0.577,0.6249
2471,2471,Nobody Knows,2004,Hirokazu Kore-eda, ★★★★★ ,5.0," Nobody Knows is a very painful film to watch and not because its bad, obviously it isn't. It's because of how real it is. Kore-eda is one of those special directors alongside Yasujiro Ozu and Edward Yang who makes films that don't feel like films, and just feel like life at its most raw and honest. This film really reminded how effective his style is. Quite possibly his greatest effort. ***",0.086,0.718,0.196,0.8892
2472,2472,Nobody Knows,2004,Hirokazu Kore-eda, ★★★★★ ,5.0," might be my favorite hirokazu kore-eda film thus farhow the genius direction, brilliant cinematography, and warm score all beautifully unfolded the foreshadowing and the inferred plot devices really overwhelms my mind with great wonder to an inexplicable extent—just simple plot with complex characterizations. this impeccably mirrors the forgotten corners of the society, and that just makes the entirety of it more piercing and tragic. what a picture-perfect film to nicely open my year (⊃｡•́‿•̀｡)⊃ ***",0.079,0.709,0.212,0.9208
2473,2473,Nobody Knows,2004,Hirokazu Kore-eda, ★★★★½ ,4.5," “Oh, the humanity,” -Herbert Morrison (nif)I feel like I just got emotionally disemboweled. ***",0.0,0.828,0.172,0.3612
2474,2474,Nobody Knows,2004,Hirokazu Kore-eda, ★★★★★ ,5.0, Grave of the fireflies walked so Nobody knows could run 🥲With just 3 films Kore-eda has become one of my all time fav director now. In this film kids weren't acting they were living the part. I'm speechless.💔☹️ ***,0.062,0.865,0.072,0.1027
2475,2475,Nobody Knows,2004,Hirokazu Kore-eda, ★★★★½ ,4.5, KIDS SCOOT OVER I LOVE YOU ALL ***,0.0,0.549,0.451,0.7125
2476,2476,Nobody Knows,2004,Hirokazu Kore-eda, ★★★★ ,4.0, can kore-eda pls stop breaking my heart ***,0.232,0.632,0.137,-0.2263
2477,2477,Nobody Knows,2004,Hirokazu Kore-eda, ★★★★★ ,5.0," Hearbreaking, Humane & deeply moving.Film ini menyentuh dengan sedih, namun juga ada sisi indahnya tersendiri. ***",0.0,1.0,0.0,0.0
2478,2478,Nobody Knows,2004,Hirokazu Kore-eda, ★★★★½ ,4.5, Avec ce film kore eda nous plante tout doucement un couteau dans le cœur et il le fait si bien... ***,0.07,0.93,0.0,-0.128
2479,2479,Nobody Knows,2004,Hirokazu Kore-eda, ★★★★ ,4.0, It's a busy week and finally i can watch a good film ***,0.0,0.756,0.244,0.4404
2480,2480,Past Lives,2023,Celine Song, ★★★★★ ,5.0, You know when a movie is directly made for you to feel ripped apart into 1 million pieces but that feeling alone makes you feel like a complete person and then you get to drive alone home and cry to Radiohead? Yeah :) yeah one of those ones for lil ol’ Edebiri (me!) ***,0.136,0.641,0.222,0.6948
2481,2481,Past Lives,2023,Celine Song, ★★★★★ ,5.0, The white guy wrote a book called boner 💀💀 ***,0.0,1.0,0.0,0.0
2482,2482,Past Lives,2023,Celine Song, ★★★★ ,4.0, This review may contain spoilers. I can handle the truth.  Shoutout to the husband for being shockingly chill about this whole situation  ***,0.071,0.833,0.096,0.1531
2483,2483,Past Lives,2023,Celine Song, ★★★★ ,4.0, the kinda movie that makes you want to sit down and write a book about your life ***,0.0,0.925,0.075,0.0772
2484,2484,Past Lives,2023,Celine Song, ★★★★½ ,4.5, Why do “what ifs” in movies hurt so good ***,0.225,0.528,0.247,0.0878
2485,2485,Past Lives,2023,Celine Song, None ,0.0, can’t really relate to this bc neither of them had their blissful recollection of a shared past suddenly broken by their childhood friend saying something was “so fuckin gay” ***,0.082,0.665,0.253,0.7506
2486,2486,Past Lives,2023,Celine Song, ★★★★★ ,5.0, him: where’s montauk?     her: have you seen eternal sunshine of the spotless mind?me: these are my people i’m with my people ***,0.0,0.855,0.145,0.5514
2487,2487,Past Lives,2023,Celine Song, ★★★★ ,4.0, telling your long lost friend and potential lover to watch eternal sunshine is an act of emotional violence ***,0.205,0.417,0.378,0.6597
2488,2488,Past Lives,2023,Celine Song, ★★★★★ ,5.0, a beautiful miracle of a film. how can something so delicately rendered feel like such a profound gut punch? ***,0.0,0.504,0.496,0.9156
2489,2489,Past Lives,2023,Celine Song, ★★★★★ ,5.0, i am a changed person (i watched the trailer) ***,0.0,1.0,0.0,0.0
2490,2490,Past Lives,2023,Celine Song, ★★★★½ ,4.5," You know that thing Ebert said about how the movies that make you cry hardest aren’t the ones where sad things happen, but where people are good? AnywayREAD MORE: crookedmarquee.com/review-past-lives/ ***",0.114,0.779,0.107,0.1901
2491,2491,Past Lives,2023,Celine Song, ★★★½ ,3.5, doing a lot for Jewish guy public relations after the whole Beau is Afraid ordeal. more soon. ***,0.0,1.0,0.0,0.0
2492,2492,Past Lives,2023,Celine Song, ★★★★½ ,4.5, oh you gotta be kidding me 🥹 ***,0.0,0.811,0.189,0.1027
2493,2493,Past Lives,2023,Celine Song, ★★★★½ ,4.5, This movie is a music video for Coldplays “The Scientist” ***,0.0,1.0,0.0,0.0
2494,2494,Past Lives,2023,Celine Song, ★★★★★ ,5.0, I can’t be watching shit like this I’m too fucking romantic I’m gonna end my life. I’m so glad I don’t have a childhood best friend that I was in love with and instead have a guy from college that I talk to on the phone every three months but never dated and now won’t ever because he tells me when he cums in other girls because he doesn’t know how to sext without making me a cuck ***,0.028,0.805,0.167,0.8473
2495,2495,Past Lives,2023,Celine Song, ★★★★ ,4.0," “Two trees in the same pot” / it is Sally Rooney’s “two plants sharing the same plot of soil”Sometimes it’s warm, or uncomfortable, or sunny, or all out of energy. But you grow and grow, until you decide whether you have to leave, or stay. Had a little cry when Nora finished growing. ***",0.114,0.738,0.148,0.0102
2496,2496,Past Lives,2023,Celine Song, None ,0.0, “In another life” type narratives are literally psychological warfare ***,0.196,0.804,0.0,-0.296
2497,2497,Past Lives,2023,Celine Song, ★★★★½ ,4.5, First and last scenes had me hypnotized.Meditative and contemplative. Forces you to think about your own decisions made over the years and wonder if you can make peace with them. Their conversations in that bed? Cripes alive.Probably gonna spend $80 on the A24 store for a Blu-Ray of this. ***,0.0,0.932,0.068,0.5423
2498,2498,Past Lives,2023,Celine Song, ★★★★★ ,5.0, I come to you all humbly asking for forgiveness. I made a lapse of judgment and it won’t happen again. I want to apologize for giving this movie 4.5 stars the first time I watched it. I hope you all can find it in your hearts to forgive me. Thank you. ***,0.0,0.726,0.274,0.8934
2499,2499,Past Lives,2023,Celine Song, ★★★★★ ,5.0, this being her directorial debut is crazy ***,0.255,0.745,0.0,-0.34
2500,2500,Taste of Cherry,1997,Abbas Kiarostami, ★★★★★ ,5.0," This review may contain spoilers. I can handle the truth.  That shot of Mr. Badii's shadow enveloped by the infinite golden-brown hue of the falling earth? Yeah, pure genius.The true definition of a suspenseful film, but with a stronger emotional payoff than your typical keep-you-guessing movie.Deserving of its Palme.  ***",0.025,0.777,0.198,0.7992
2501,2501,Taste of Cherry,1997,Abbas Kiarostami, ★★★★★ ,5.0, A film laden with grand ideas and themes - with a vision to match. Yet it's never self-serving; it's self-conscious enough to be humbled by its own perspective in the presence of both the existential and the spiritual. A rare film that recognizes not only the potential but also the limitations of cinema. No film about death has ever felt more alive. ***,0.117,0.777,0.106,-0.4235
2502,2502,Taste of Cherry,1997,Abbas Kiarostami, ★★★★★ ,5.0," when people call movies ""poems"" theyre embarrassing themselves except if they said that about the kiarostami film taste of cherry ***",0.115,0.885,0.0,-0.3818
2503,2503,Taste of Cherry,1997,Abbas Kiarostami, ★★★★★ ,5.0, never has the reason to why one shouldn’t kill oneself been put as simply or as beautifully as Bagheri’s question to Badii...”you want to give up the taste of cherries?” ***,0.125,0.743,0.133,-0.1779
2504,2504,Taste of Cherry,1997,Abbas Kiarostami, ★★★★½ ,4.5," 84/100 Truth as fiction, make-believe as reality. ***",0.0,0.753,0.247,0.3182
2505,2505,Taste of Cherry,1997,Abbas Kiarostami, ★★★★ ,4.0, Synesthetic cinema: From now on cherries will taste yellow for me. ***,0.0,1.0,0.0,0.0
2506,2506,Taste of Cherry,1997,Abbas Kiarostami, ★★★★ ,4.0, This film spoke to me.This film healed me.This film touched my soul.Abbas Kiarostami's Taste of Cherry is a wonderfully mediative and therapeutic observation on life and death. It teaches us to appreciate and embrace the simple little things in life.What is the meaning of life?Is life really worth living?Yes. ***,0.066,0.741,0.193,0.7617
2507,2507,Taste of Cherry,1997,Abbas Kiarostami, ★★★★ ,4.0, imagine how much more awkward this film would have been if he asked to be cremated instead of buried ***,0.091,0.909,0.0,-0.2247
2508,2508,Taste of Cherry,1997,Abbas Kiarostami, ★★★★½ ,4.5," Devastating, and instantly became one of my favorite displays of dialogue driven story-telling. ***",0.223,0.622,0.155,-0.3182
2509,2509,Taste of Cherry,1997,Abbas Kiarostami, ★★★★★ ,5.0," “When you want to help someone, you have to do it properly, with all your heart. It's better... more just and more reasonable.“ ***",0.0,0.846,0.154,0.4588
2510,2510,Taste of Cherry,1997,Abbas Kiarostami, ★★★★★ ,5.0, more like taste of masterpiece ***,0.0,0.367,0.633,0.7841
2511,2511,Taste of Cherry,1997,Abbas Kiarostami, ★★★★½ ,4.5," By putting us in the car with the protagonist, Kiarostami accomplishes the seemingly difficult task of ""placing the audience in the character's shoes"". And riding with him, it feels as if we are also observing life, in all its mundanity, for one last time. With each passing moment becoming even more significant than the last, we experience what it means to be alive. Beautiful. ***",0.034,0.813,0.153,0.8313
2512,2512,Taste of Cherry,1997,Abbas Kiarostami, ★★★★½ ,4.5," Damn that was good, still not sure about the ending, it felt pretty unnecessary and kind of random, and I’m sure there’s some deep point to it but it really did take me out of the film.9.0 / 10 ***",0.112,0.793,0.094,0.0613
2513,2513,Taste of Cherry,1997,Abbas Kiarostami, ★★★★½ ,4.5, that’s some good cinema right there 😭👌 ***,0.0,0.707,0.293,0.4404
2514,2514,Taste of Cherry,1997,Abbas Kiarostami, ★★★★ ,4.0," people keep talking about how Letterboxd should have DMs bc they want to turn it into a dating app or wtv but I know I'll get blocked or banned immediately for saying out of pocket shit like ""hey girl are you a fan of abbas kiarostami cuz I'd like a taste of ur cherry aha"" ***",0.172,0.67,0.158,-0.4497
2515,2515,Taste of Cherry,1997,Abbas Kiarostami, ★★★★★ ,5.0," ""I'm used to it. I'm used to loneliness too""I was actually having a decent day until i watched this. this was sadness over and over and over ***",0.192,0.808,0.0,-0.6908
2516,2516,Taste of Cherry,1997,Abbas Kiarostami, ★★★★★ ,5.0," cinema that can save a life; kiarostami going god mode, an iranian gothic fable where the fallibility of its main character is reflected back upon the film's audience -- art is an afterlife, just like dreams are, a dimension explored via the extremities of the senses. there is no death; only transition. ***",0.099,0.731,0.17,0.5267
2517,2517,Taste of Cherry,1997,Abbas Kiarostami, None ,0.0, A bumbling man repeatedly tries and fails to commit suicide in this laugh-a-minute remake of Jerry Lewis's Cracking Up. ***,0.286,0.627,0.086,-0.7269
2518,2518,Taste of Cherry,1997,Abbas Kiarostami, ★★★★ ,4.0," the red and yellow of the sun at sunset, don’t you want to see that anymore? ***",0.0,0.925,0.075,0.0772
2519,2519,Taste of Cherry,1997,Abbas Kiarostami, None ,0.0," Don’t appreciate the film stealing my go to pickup line: “I made an omelette, it is not worthy of you.” I’m gonna have to sit on that ending, I typically adore Kiarostami’s meta elements but that was something else. In all of his work, the ideas are king, ideas on life and cinema and most importantly the intersection of the two. And they’re ideas worth sitting on until you can draw your own conclusion. ***",0.049,0.83,0.121,0.7038
2520,2520,Shoplifters,2018,Hirokazu Kore-eda, ★★★★½ ,4.5, koreeda’s films are like hugs until they punch you in the heart ***,0.0,0.659,0.341,0.6908
2521,2521,Shoplifters,2018,Hirokazu Kore-eda, ★★★★½ ,4.5," ""If they love you, this is what they do."" ***",0.0,0.682,0.318,0.6369
2522,2522,Shoplifters,2018,Hirokazu Kore-eda, ★★★★½ ,4.5," AFI 2018: film #8“but sometimes it’s better to choose your own family”familiar and warm. the last act raises the stakes, but it’s the family dynamic that shines ***",0.0,0.786,0.214,0.7003
2523,2523,Shoplifters,2018,Hirokazu Kore-eda, ★★★★½ ,4.5, I just....like....how could you not love this?BEST SCORE OF THE YEAR ***,0.252,0.748,0.0,-0.5216
2524,2524,Shoplifters,2018,Hirokazu Kore-eda, ★★★★★ ,5.0, i have never cried so much in my life ***,0.0,0.786,0.214,0.2924
2525,2525,Shoplifters,2018,Hirokazu Kore-eda, ★★★★★ ,5.0," ""I don't know anything else to teach them.""If you have the chance to see this, please do. Its kindness feels even greater on a second viewing. You can say so much about how people live through such a simple story. ***",0.0,0.776,0.224,0.8452
2526,2526,Shoplifters,2018,Hirokazu Kore-eda, ★★★★ ,4.0," When you’re in a family, the easiest thing to steal...[David Caruso sunglasses emoticon]...is your heart. ***",0.0,0.833,0.167,0.4215
2527,2527,Shoplifters,2018,Hirokazu Kore-eda, ★★★★½ ,4.5," At first, it seems like humanity has been restored as we get covered under the warm blanket, during winter days, by some strangers who live near the side road. Then Kore-eda appears to deftly take every piece of us apart. He nimbly arranges and turns our hearts into punching bags before stealthily removing them from our chests forever. How do you survive through the second round, witnessing that long uninterrupted take again with Sakura Ando holding back and weeping for the children she tried to raise? Impossible. ***",0.031,0.885,0.084,0.4588
2528,2528,Shoplifters,2018,Hirokazu Kore-eda, ★★★★★ ,5.0," It's so well-performed and filmed.It really has every little bit of life in it.Great set-up, great pay-off.It all becomes a bit sad and degrading in the end, but so does life. ***",0.127,0.8,0.073,-0.2263
2529,2529,Shoplifters,2018,Hirokazu Kore-eda, ★★★★★ ,5.0," yes this family right here officer !!! there i was just minding my own business when they came in, caught me COMPLETELY off guard, stole my heart and left without even paying !!!!! i don’t think i can ever recover from this ... the pain is just too great .... ***",0.059,0.8,0.142,0.6876
2530,2530,Shoplifters,2018,Hirokazu Kore-eda, ★★★★½ ,4.5, tired: ranking the six Buster Scruggs segmentswired: ranking the six Shoplifters family members ***,0.182,0.818,0.0,-0.4404
2531,2531,Shoplifters,2018,Hirokazu Kore-eda, ★★★★★ ,5.0," When the last scene cut to black, I saw the reflection of me on my screen. The face of a sad little shit who just cried about five times in a matter of two hours.You got me good, Koreeda-san. ***",0.241,0.672,0.087,-0.7968
2532,2532,Shoplifters,2018,Hirokazu Kore-eda, ★★★★★ ,5.0, the only flaw is that it ends - i could watch this on a loop FOREVER. this should have what roma has ***,0.0,1.0,0.0,0.0
2533,2533,Shoplifters,2018,Hirokazu Kore-eda, ★★★★ ,4.0, this is a movie about people with flaws. i mean they SHOPLIFT that's the worst sin of all ***,0.339,0.661,0.0,-0.8271
2534,2534,Shoplifters,2018,Hirokazu Kore-eda, ★★★★½ ,4.5," The poster is like a prank, where it’s haha jokes on everyone for thinking this would be a happy movie ***",0.0,0.573,0.427,0.8807
2535,2535,Shoplifters,2018,Hirokazu Kore-eda, ★★★★½ ,4.5," Wundervolles Portrait einer etwas anderen Familie. Warmherzig, brillant gespielt und einfühlsam beobachtet. Wo sich der recht ähnlich gestrickte „Roma“ von Alfonso Cuaron oft in schönen Bildern verliert, dabei aber seltsam kalt bleibt, trifft „Shoplifters“ immer den rechten Nerv. Nicht verpassen! ***",0.0,1.0,0.0,0.0
2536,2536,Shoplifters,2018,Hirokazu Kore-eda, ★★★★½ ,4.5," Wenn in Berlin an einem Samstagabend 200 Leute schluchzend nach Hause laufen, weil das Leben so schrecklich schön und so schrecklich ungerecht zugleich sein kann, dann sind sie entweder nicht ins Berghain reingekommen - oder haben Shoplifters gesehen. ***",0.0,1.0,0.0,0.0
2537,2537,Shoplifters,2018,Hirokazu Kore-eda, ★★★★½ ,4.5, somehow cried even more the second time ***,0.271,0.729,0.0,-0.3818
2538,2538,Shoplifters,2018,Hirokazu Kore-eda, ★★★★½ ,4.5, if anything happens to this family i will kill everyone here and then myself ***,0.266,0.734,0.0,-0.6908
2539,2539,Shoplifters,2018,Hirokazu Kore-eda, ★★★★ ,4.0, The Haircut Scene ***,0.0,1.0,0.0,0.0
2540,2540,Werckmeister Harmonies,2000,Béla Tarr, ★★★★★ ,5.0," ""Will heaven fall upon us? Will the Earth open under us? We don't know. We don't know, for a total eclipse has come upon us."" Werckmeister Harmonies is a masterpiece that needs absolutely nothing changed. Every frame is perfect. Every piece of dialogue exact. Vig Mihaly's score and the use of natural sound could not be better. Story is perfect. Images haunting. Every performance necessary and complete. ***",0.055,0.703,0.242,0.9473
2541,2541,Werckmeister Harmonies,2000,Béla Tarr, ★★★★½ ,4.5, Béla Tarr’s spookshow from another reality. ***,0.0,1.0,0.0,0.0
2542,2542,Werckmeister Harmonies,2000,Béla Tarr, ★★★★ ,4.0, 🐋    🐋      🐋🐋🐋🐋🐋🐋🐋🐋   🐋🐋🐋🐋🐋🐋🐋    🐋      🐋🐋🐋🐋👁️🐋🐋    🐋🐋  🐋🐋🐋🐋🐋🐋🐋        🐋🐋🐋🐋🐋🐋🐋🐋 ***,0.0,1.0,0.0,0.0
2543,2543,Werckmeister Harmonies,2000,Béla Tarr, ★★★★★ ,5.0," I will at some point in my life, when I'm older and wiser, write an in depth review about the beauty of this film and its impact on me.For now I simply lack the words. ***",0.059,0.789,0.153,0.5719
2544,2544,Werckmeister Harmonies,2000,Béla Tarr, ★★★★ ,4.0, Not even going to attempt to write something about this…WHALE 8 ***,0.0,1.0,0.0,0.0
2545,2545,Werckmeister Harmonies,2000,Béla Tarr, ★★★★½ ,4.5, Really cool movie about how fucked up it would be if a big fish came to your town ***,0.191,0.696,0.113,-0.4228
2546,2546,Werckmeister Harmonies,2000,Béla Tarr, ★★★★★ ,5.0, I will always save Bela Tarr films for those special rainy nights.Those are the times you truly need them.Films to change your life. ***,0.045,0.653,0.302,0.8176
2547,2547,Werckmeister Harmonies,2000,Béla Tarr, ★★★★★ ,5.0," such slaves have we been to what is commonplace, that we will destroy all in order to retain what is only a shadow of what had once been. ***",0.115,0.885,0.0,-0.5423
2548,2548,Werckmeister Harmonies,2000,Béla Tarr, ★★★ ,3.0," I...didn’t get it. 🙃 But that’s okay, because film is art and art is subjective, right? I just don’t see why this is so well-revered  when literally NOTHING happens for almost 2 and a half hours. Or why this was on effedupmovies?? But I committed to watching everything on that site, so here we are. I’m happy for those who found something of substance in this overlong slog, and I sympathize with those who didn’t. Either way, it’s certainly a movie that was made, so why not watch it and see, yeah? ***",0.0,0.827,0.173,0.951
2549,2549,Werckmeister Harmonies,2000,Béla Tarr, ★★★★★ ,5.0," I cannot properly put into words all my feelings about this film but let it be known that I loved it very much and think this is an amazing feat of filmmaking. this made me feel very patriotic to be honest that this masterpiece of a film came from my motherland.I cannot wait to experience the rest of Béla Tarr's work, especially sátántangó, IM SO FUCKING EXCITED FOR SÁTÁNTANGÓ. ***",0.0,0.69,0.31,0.9859
2550,2550,Werckmeister Harmonies,2000,Béla Tarr, ★★★★½ ,4.5," Mesmerizing. Did not expect this to be as beautiful or emotionally powerful as it was, and I certainly did not expect to click with Tarr's style as much as I did. Will be hard getting this film out of my head anytime soon. What a masterpiece. ***",0.026,0.728,0.246,0.9153
2551,2551,Werckmeister Harmonies,2000,Béla Tarr, ★★★ ,3.0," it seems like the director loved these boring long shots and didn't know where to cut, which made it a pretty long movie. ***",0.138,0.562,0.3,0.7351
2552,2552,Werckmeister Harmonies,2000,Béla Tarr, ★★ ,2.0, A fine proof that excellent music and splendid cinematography aren’t enough to make a film a good one. ***,0.0,0.496,0.504,0.9042
2553,2553,Werckmeister Harmonies,2000,Béla Tarr, ★★★★ ,4.0," the spectacle of despair and the despair of spectacle, with a cumulative effect achieved through poetics and duration. nobody told me this was cinema’s “Desolation Row”. they’re selling postcards of the hangingthey’re painting the passports brownthe beauty parlor is filled with sailorsthe circus is in town ***",0.089,0.837,0.074,0.0516
2554,2554,Werckmeister Harmonies,2000,Béla Tarr, ★★★★★ ,5.0," Werckmeister Harmonies is simple. It’s 2 hours of tension, anger and frustration that culminates in an act of horrific violence. Directors typically use long tracking shots for immersion, to draw the audience in; that’s probably not new information for anyone that happens to be reading this review, but the way Tarr uses them draws the audience in, through the 39 shots in the 145 minutes of this film, even the most mundane actions are enthralling. After all, Werckmeister Harmonies isn’t necessarily focusing on that eruption of violence, but rather the quiet moments of humanity in this situation; making the violence all the more brutal and tragic. ***",0.249,0.716,0.035,-0.9841
2555,2555,Werckmeister Harmonies,2000,Béla Tarr, ★★★★★ ,5.0," "" عندما تنجز فيلماً، أو بعد أن تنجزه، تتكون لديك أسئلة جديدة. لا يمكنك استخدام أجوبة قديمة للرد على هذه الأسئلة الجديدة. هذا يعني أنه عليك أن تذهب إلى نقطة أبعد. عليك أن تحفر في العمق. أن تفكّر وتتأمل الوجود. فيلماً بعد فيلم، تصبح أكثر نقاء وبساطة وشفافية وعذوبة، وفي النهاية تصل إلى مكان ما. "" - بيلا تار ***",0.0,1.0,0.0,0.0
2556,2556,Werckmeister Harmonies,2000,Béla Tarr, ★★★★½ ,4.5, me: *has a profound experience of art with a handful of others in one of my favorite theaters*also me: he werck on my meister til we harmonize 😏 ***,0.0,0.808,0.192,0.6908
2557,2557,Werckmeister Harmonies,2000,Béla Tarr, ★★★★½ ,4.5," Thoughtfulness pays dividends, but so does anger. The former in cosmic truth, the latter in bullshit. Unfortunately—and often—bullshit is worth more than the truth. ***",0.268,0.477,0.256,-0.5373
2558,2558,Werckmeister Harmonies,2000,Béla Tarr, ★★★★ ,4.0," My first film from Bela Tarr and Agnes Hranitzky, and very much my (lack of) speed.www.larsenonfilm.com/werckmeister-harmonies ***",0.0,1.0,0.0,0.0
2559,2559,Werckmeister Harmonies,2000,Béla Tarr, ★★★★★ ,5.0," the atmosphere, the environment, it isn’t just another character. rather, it’s the character. chaos, darkness, evil...all of these make up society, as long as easily-malleable humans are involved. in some ways, it’s refreshing for this film to treat evil in such a cryptic, impenetrable (even hopeless) way. why does evil exist? it just does. fittingly, the final line of dialogue can also double as a suggestion for how to deal with living in, or, trying to survive in, such a world: “Take care of yourself.” ***",0.149,0.791,0.061,-0.8625
2560,2560,The Hunt,2012,Thomas Vinterberg, ★★★★½ ,4.5, This review may contain spoilers. I can handle the truth.  These people drove Mads Mikkelsen to cannibalism.  ***,0.0,0.874,0.126,0.3182
2561,2561,The Hunt,2012,Thomas Vinterberg, ★★★★★ ,5.0, Hannibal: Origins ***,0.0,1.0,0.0,0.0
2562,2562,The Hunt,2012,Thomas Vinterberg, ★★★★★ ,5.0, mads mikkelsen gives such a heartbreaking performance to a heartbreaking story. this movie literally broke me. ***,0.423,0.577,0.0,-0.8316
2563,2563,The Hunt,2012,Thomas Vinterberg, ★★★★ ,4.0, not since briony from atonement have i hated a child so much ***,0.296,0.704,0.0,-0.6369
